729117.0000000000	35.0000000000
729117.0416666666	81.0000000000
729117.0833333334	130.0000000000
729117.1250000000	164.0000000000
729117.1666666666	199.0000000000
729117.2083333334	213.0000000000
729117.2500000000	191.0000000000
729117.2916666666	152.0000000000
729117.3333333334	114.0000000000
729117.3750000000	83.0000000000
729117.4166666666	58.0000000000
729117.4583333334	30.0000000000
729117.5000000000	11.0000000000
729117.5416666666	47.0000000000
729117.5833333334	103.0000000000
729117.6250000000	143.0000000000
729117.6666666666	183.0000000000
729117.7083333334	209.0000000000
729117.7500000000	207.0000000000
729117.7916666666	173.0000000000
729117.8333333334	132.0000000000
729117.8750000000	97.0000000000
729117.9166666666	67.0000000000
729117.9583333334	36.0000000000
729118.0000000000	11.0000000000
729118.0416666666	39.0000000000
729118.0833333334	97.0000000000
729118.1250000000	140.0000000000
729118.1666666666	181.0000000000
729118.2083333334	214.0000000000
729118.2500000000	218.0000000000
729118.2916666666	180.0000000000
729118.3333333334	135.0000000000
729118.3750000000	101.0000000000
729118.4166666666	68.0000000000
729118.4583333334	38.0000000000
729118.5000000000	9.0000000000
729118.5416666666	16.0000000000
729118.5833333334	74.0000000000
729118.6250000000	121.0000000000
729118.6666666666	161.0000000000
729118.7083333334	197.0000000000
729118.7500000000	211.0000000000
729118.7916666666	187.0000000000
729118.8333333334	143.0000000000
729118.8750000000	108.0000000000
729118.9166666666	77.0000000000
729118.9583333334	47.0000000000
729119.0000000000	13.0000000000
729119.0416666666	2.0000000000
729119.0833333334	54.0000000000
729119.1250000000	110.0000000000
729119.1666666666	150.0000000000
729119.2083333334	190.0000000000
729119.2500000000	213.0000000000
729119.2916666666	199.0000000000
729119.3333333334	155.0000000000
729119.3750000000	114.0000000000
729119.4166666666	85.0000000000
729119.4583333334	58.0000000000
729119.5000000000	26.0000000000
729119.5416666666	3.0000000000
729119.5833333334	39.0000000000
729119.6250000000	100.0000000000
729119.6666666666	149.0000000000
729119.7083333334	193.0000000000
729119.7500000000	220.0000000000
729119.7916666666	220.0000000000
729119.8333333334	181.0000000000
729119.8750000000	136.0000000000
729119.9166666666	104.0000000000
729119.9583333334	74.0000000000
729120.0000000000	44.0000000000
729120.0416666666	14.0000000000
729120.0833333334	28.0000000000
729120.1250000000	88.0000000000
729120.1666666666	136.0000000000
729120.2083333334	179.0000000000
729120.2500000000	216.0000000000
729120.2916666666	228.0000000000
729120.3333333334	196.0000000000
729120.3750000000	150.0000000000
729120.4166666666	115.0000000000
729120.4583333334	82.0000000000
729120.5000000000	51.0000000000
729120.5416666666	18.0000000000
729120.5833333334	16.0000000000
729120.6250000000	73.0000000000
729120.6666666666	124.0000000000
729120.7083333334	166.0000000000
729120.7500000000	211.0000000000
729120.7916666666	233.0000000000
729120.8333333334	211.0000000000
729120.8750000000	162.0000000000
729120.9166666666	123.0000000000
729120.9583333334	92.0000000000
729121.0000000000	62.0000000000
729121.0416666666	32.0000000000
729121.0833333334	10.0000000000
729121.1250000000	43.0000000000
729121.1666666666	102.0000000000
729121.2083333334	146.0000000000
729121.2500000000	187.0000000000
729121.2916666666	216.0000000000
729121.3333333334	212.0000000000
729121.3750000000	172.0000000000
729121.4166666666	128.0000000000
729121.4583333334	95.0000000000
729121.5000000000	64.0000000000
729121.5416666666	36.0000000000
729121.5833333334	9.0000000000
729121.6250000000	25.0000000000
729121.6666666666	88.0000000000
729121.7083333334	135.0000000000
729121.7500000000	176.0000000000
729121.7916666666	211.0000000000
729121.8333333334	205.0000000000
729121.8750000000	159.0000000000
729121.9166666666	118.0000000000
729121.9583333334	88.0000000000
729122.0000000000	59.0000000000
729122.0416666666	29.0000000000
729122.0833333334	5.0000000000
729122.1250000000	31.0000000000
729122.1666666666	88.0000000000
729122.2083333334	131.0000000000
729122.2500000000	169.0000000000
729122.2916666666	196.0000000000
729122.3333333334	193.0000000000
729122.3750000000	158.0000000000
729122.4166666666	119.0000000000
729122.4583333334	88.0000000000
729122.5000000000	59.0000000000
729122.5416666666	31.0000000000
729122.5833333334	3.0000000000
729122.6250000000	16.0000000000
729122.6666666666	74.0000000000
729122.7083333334	121.0000000000
729122.7500000000	162.0000000000
729122.7916666666	200.0000000000
729122.8333333334	213.0000000000
729122.8750000000	184.0000000000
729122.9166666666	138.0000000000
729122.9583333334	102.0000000000
729123.0000000000	72.0000000000
729123.0416666666	43.0000000000
729123.0833333334	14.0000000000
729123.1250000000	0.0000000000
729123.1666666666	39.0000000000
729123.2083333334	92.0000000000
729123.2500000000	130.0000000000
729123.2916666666	166.0000000000
729123.3333333334	188.0000000000
729123.3750000000	178.0000000000
729123.4166666666	140.0000000000
729123.4583333334	103.0000000000
729123.5000000000	77.0000000000
729123.5416666666	49.0000000000
729123.5833333334	20.0000000000
729123.6250000000	4.0000000000
729123.6666666666	39.0000000000
729123.7083333334	90.0000000000
729123.7500000000	126.0000000000
729123.7916666666	163.0000000000
729123.8333333334	193.0000000000
729123.8750000000	197.0000000000
729123.9166666666	165.0000000000
729123.9583333334	125.0000000000
729124.0000000000	91.0000000000
729124.0416666666	60.0000000000
729124.0833333334	33.0000000000
729124.1250000000	6.0000000000
729124.1666666666	4.0000000000
729124.2083333334	48.0000000000
729124.2500000000	94.0000000000
729124.2916666666	128.0000000000
729124.3333333334	161.0000000000
729124.3750000000	178.0000000000
729124.4166666666	162.0000000000
729124.4583333334	127.0000000000
729124.5000000000	94.0000000000
729124.5416666666	66.0000000000
729124.5833333334	38.0000000000
729124.6250000000	11.0000000000
729124.6666666666	6.0000000000
729124.7083333334	45.0000000000
729124.7500000000	89.0000000000
729124.7916666666	128.0000000000
729124.8333333334	166.0000000000
729124.8750000000	189.0000000000
729124.9166666666	189.0000000000
729124.9583333334	157.0000000000
729125.0000000000	118.0000000000
729125.0416666666	86.0000000000
729125.0833333334	57.0000000000
729125.1250000000	32.0000000000
